userName,fileName,blobPath,prePath,postPath
user3,zzzz5.txt,/first-org/docker/blob/master/zzzz5.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz5.txt,/first-org/docker/tree-save/master/zzzz5.txt
user3,zzzz99.txt,/first-org/docker/blob/master/zzzz99.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz99.txt,/first-org/docker/tree-save/master/zzzz99.txt
user3,zzzz100.txt,/first-org/docker/blob/master/zzzz100.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz100.txt,/first-org/docker/tree-save/master/zzzz100.txt
user3,zzzz101.txt,/first-org/docker/blob/master/zzzz101.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz101.txt,/first-org/docker/tree-save/master/zzzz101.txt
user3,testww.txt,/first-org/docker/blob/master/testww.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/testww.txt,/first-org/docker/tree-save/master/testww.txt
user3,test.txt,/first-org/docker/blob/master/test.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/test.txt,/first-org/docker/tree-save/master/test.txt
user3,test5.txt,/first-org/docker/blob/master/test5.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/test5.txt,/first-org/docker/tree-save/master/test5.txt
user4,zzz9.txt,/first-org/docker/blob/master/zzz9.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzz9.txt,/first-org/docker/tree-save/master/zzz9.txt
user4,zzz_perf.txt,/first-org/docker/blob/master/zzz_perf.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzz_perf.txt,/first-org/docker/tree-save/master/zzz_perf.txt
user4,zzzz4.txt,/first-org/docker/blob/master/zzzz4.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz4.txt,/first-org/docker/tree-save/master/zzzz4.txt
user4,zzzz5.txt,/first-org/docker/blob/master/zzzz5.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz5.txt,/first-org/docker/tree-save/master/zzzz5.txt
user4,zzzz99.txt,/first-org/docker/blob/master/zzzz99.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz99.txt,/first-org/docker/tree-save/master/zzzz99.txt
user4,zzzz100.txt,/first-org/docker/blob/master/zzzz100.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz100.txt,/first-org/docker/tree-save/master/zzzz100.txt
user4,zzzz101.txt,/first-org/docker/blob/master/zzzz101.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz101.txt,/first-org/docker/tree-save/master/zzzz101.txt
user4,testww.txt,/first-org/docker/blob/master/testww.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/testww.txt,/first-org/docker/tree-save/master/testww.txt
user4,test.txt,/first-org/docker/blob/master/test.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/test.txt,/first-org/docker/tree-save/master/test.txt
user4,test5.txt,/first-org/docker/blob/master/test5.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/test5.txt,/first-org/docker/tree-save/master/test5.txt
user5,zzz9.txt,/first-org/docker/blob/master/zzz9.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzz9.txt,/first-org/docker/tree-save/master/zzz9.txt
user5,zzz_perf.txt,/first-org/docker/blob/master/zzz_perf.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzz_perf.txt,/first-org/docker/tree-save/master/zzz_perf.txt
user5,zzzz4.txt,/first-org/docker/blob/master/zzzz4.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz4.txt,/first-org/docker/tree-save/master/zzzz4.txt
user5,zzzz5.txt,/first-org/docker/blob/master/zzzz5.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz5.txt,/first-org/docker/tree-save/master/zzzz5.txt
user5,zzzz99.txt,/first-org/docker/blob/master/zzzz99.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz99.txt,/first-org/docker/tree-save/master/zzzz99.txt
user5,zzzz100.txt,/first-org/docker/blob/master/zzzz100.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz100.txt,/first-org/docker/tree-save/master/zzzz100.txt
user5,zzzz101.txt,/first-org/docker/blob/master/zzzz101.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/zzzz101.txt,/first-org/docker/tree-save/master/zzzz101.txt
user5,testww.txt,/first-org/docker/blob/master/testww.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/testww.txt,/first-org/docker/tree-save/master/testww.txt
user5,test.txt,/first-org/docker/blob/master/test.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/test.txt,/first-org/docker/tree-save/master/test.txt
user5,test5.txt,/first-org/docker/blob/master/test5.txt?_pjax=%23js-repo-pjax-container,/first-org/docker/edit/master/test5.txt,/first-org/docker/tree-save/master/test5.txt
